id,trigger,conditions,script,text,options,notes
gaPZDiktatEncounterStandard,GAPZDiktatInitial,,FireAll GAPZDiktatHub,"Ordenas que se encienda la pantalla principal y el oficial del Diktat aparece, ya ladrando ordenes. ""Ha entrado en espacio del Diktat Sindriano operando una clase de nave estelar ilegal. Apague sus motores!"".

""Por la autoridad que me confiere Philip Andrada, el Ejecutor Supremo del Dictat, yo-"" una gota de sudor recorre $hisOrHer rostro, ""-yo declaro que esta nave pasa a ser propiedad del Diktat Sindriano. Debera desactivar todos los sistemas de armas y escudos, y transferir los protocolos de mando a mi nave insignia"".",,
gaPZDiktatEncounterNoZig,GAPZDiktatInitial,!$entity.hasZiggurat,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Ordenas que se encienda la pantalla principal. El oficial del Diktat aparece, ya ladrando ordenes. ""Ha entrado en espacio del Diktat Sindriano como un conocido operador de una, de una clase de nave estelar no registrada, el llamado casco de clase Ziggurat. Por orden del ejecutor supremo Andrada, que la victoria sea solo suya, reclamamos el derecho a realizar un escaneo exhaustivo de todos los sistemas anomalos de la nave para verificar su legalidad en interes de la seguridad del Diktat Sindriano"".","gaPZ_diktatEncounterNoZig2:""No parece que tenga un ejemplar de esta clase de nave en mi flota.""",
gaPZDiktatEncounterNoZig2,DialogOptionSelected,$option == gaPZ_diktatEncounterNoZig2,,"La mandibula del $rank del Diktat se tensa.

-Por supuesto. Lo se -escupe $heOrShe-. Pero si lo hiciera, tendriamos el derecho de realizar un registro y escaneo exhaustivo, e incluso de abordar, y... -$heOrShe se interrumpe, al darse cuenta de la impotencia de sus palabras.

-Le estamos vigilando. De cerca. Siga su camino, capitan. Larga vida al Leon de Sindria!

El enlace de comunicaciones se corta, dejandote con una senal de espera.",cutCommLinkNoText:Continuar,
gaPZDiktatEncounterOnlyZig,GAPZDiktatInitial,$entity.hasOnlyZiggurat,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Ordenas encender la pantalla principal. El oficial del Diktat aparece, ya dando ordenes. ""Ha entrado en espacio del Diktat Sindriano operando una clase de nave estelar no registrada! Reclamamos el derecho de realizar un escaneo exhaustivo de todos los sistemas de la nave, y dicho escaneo comenzara... ahora"", $heOrShe hace una senal a un subordinado.

Tu oficial de sensores te susurra un informe: ""Capitan, estan realizando un escaneo activo. Intentan verlo todo. Pero esta nave?"". Esboza una sonrisa. ""No entrega sus secretos facilmente"".",gaPZ_diktatEncounterOnlyZig2:Continuar,
gaPZDiktatEncounterOnlyZig2,DialogOptionSelected,$option == gaPZ_diktatEncounterOnlyZig2,,"Una gota de sudor recorre el rostro del $post del Diktat mientras sus ojos repasan sin disimulo los resultados en otra pantalla. ""... Si, bien, bien. Tenemos todo lo necesario para... ah, confirmar que su nave esta aprobada para el comercio interestelar. Puede proceder, capitan. Victoria para Sindria!""

El $rank del Diktat corta la comunicacion con prisa para informar, supones, al ministerio de inteligencia del Diktat. Tu tripulacion de puente confia en que las peculiares tecnologias de la clase Ziggurat esten a salvo de un simple control de patrulla por escaneo a distancia, y eso te tranquiliza.",cutCommLinkNoText:Continuar,
GAPZDiktatHub1,GAPZDiktatHub,"Commission hasFactionCommission
!$gaPZ_diktatCom",,,"gaPZ_diktatCom:""Esto es innecesario. Tengo comision del Diktat Sindriano.""",
GAPZDiktatHub2,GAPZDiktatHub,!$gaPZ_diktatIfRefuse,,,"gaPZ_diktatIfRefuse:""Y si me niego?""",
GAPZDiktatHub3,GAPZDiktatHub,!$gaPZ_diktatDefend,,,"gaPZ_diktatDefend:""Mi flota se defendera si intenta apresar mi nave.""",
GAPZDiktatHub4,GAPZDiktatHub,!$gaPZ_diktatVanish,"SetStoryOption gaPZ_diktatVanish general ""Escondiste el Ziggurat de una patrulla de la Guardia del Leon""",,gaPZ_diktatVanish:Ocultarles el Ziggurat,
GAPZDiktatHub5,GAPZDiktatHub,!$gaPZ_diktatComp,,,"gaPZ_diktatComp:""Que tal algun tipo de compensacion?""",
GAPZDiktatHub6,GAPZDiktatHub,!$gaPZ_diktatSurrender,,,"gaPZ_diktatSurrender:""Como desee."" (entregar el casco clase Ziggurat)",
gaPZ_diktatCom,DialogOptionSelected,$option == gaPZ_diktatCom,,"-Esto es totalmente necesario -dice el $rank-. Habeis jurado lealtad al ejecutor supremo Andrada. Demostrad esa lealtad ahora sometiendoos a su voluntad.

El tono del oficial del Diktat se suaviza apenas un poco: ""Entiendo, capitan, que sienta que va a dejar de lado un gran logro: la captura de un arma secreta mas alla de lo imaginable. Pero sabe tan bien como yo que toda grandeza solo puede lograrse siguiendo la vision de futuro del Leon. Debe ejecutar al traidor que lleva en su corazon y rendirse ante el. Es la unica forma"".","gaPZ_diktatComAccept:Aceptar 
gaPZ_diktatComRefuse:Rechazar 
gaPZ_diktatComComp:""Que tal una compensacion?""",
gaPZ_diktatComAccept,DialogOptionSelected,$option == gaPZ_diktatComAccept,"AdjustRep sindrian_diktat COOPERATIVE 10
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true
ZigguratCMD abortSecondDiktatEncounter","-Una eleccion sabia -dice $heOrShe con una sonrisa-. Esto aportara fuerza a nuestra gran labor. Quiza podamos poner fin al estancamiento con la degenerada Hegemonia!

Ordenas a tu tripulacion y a tus infantes de marina que se relajen, desactivas el perimetro de defensa de punto y procedes a la transferencia de las funciones de mando ejecutivo al oficial de la flota del Diktat Sindriano.

-Gloria al Diktat Sindriano! Gloria al almirante Andrada! -saluda $Rank $personName, y tras anadir-: Me encargare de que el Leon se entere de su lealtad, capitan -se desconecta, dejandote solo con el emblema de la armada del Diktat Sindriano.",cutCommLinkNoText:Continuar,
gaPZ_diktatComRefuse,DialogOptionSelected,$option == gaPZ_diktatComRefuse,Commission resign,"El tono del $rank del Diktat se vuelve gelido. -Rehusar es traicionar. Por la presente, rescindo su comision, con efecto inmediato. La suya es la sangre de un traidor, indigna de ser derramada en nombre del Leon.

-Tiene una ultima oportunidad de vivir. Acepte de una vez por todas que todo lo que posee puede ser confiscado para la gran causa si el Ejecutor Supremo, el Almirante Andrada, asi lo declara. Entregue el casco de clase Ziggurat de inmediato o dare la orden de abrir fuego contra su $shipOrFleet.","gaPZ_diktatComAcceptAfterRefuse:Aceptar 
gaPZ_diktatComRefuseAgain:Rechazar de nuevo",
gaPZ_diktatComRefuseAgain,DialogOptionSelected,$option == gaPZ_diktatComRefuseAgain,MakeOtherFleetImportant gaPZ false,"""Que asi sea"". El $rank del Diktat te da la espalda y exclama: ""Que la muerte de este traidor sirva de ejemplo para todos vosotros!""

La comunicacion se corta, dejandote solo con el emblema del Diktat Sindriano. La consola de tu oficial tactico se ha iluminado con alertas rojas.",cutCommLinkNoText:Continuar,
gaPZ_diktatComAcceptAfterRefuse,DialogOptionSelected,$option == gaPZ_diktatComAcceptAfterRefuse,"AdjustRep sindrian_diktat INHOSPITABLE -20
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true
ZigguratCMD abortSecondDiktatEncounter","Una vez que senalas tu acuerdo, la ira del oficial del Diktat se enfria hasta convertirse en desprecio. $HeOrShe acepta los codigos de mando del casco clase Zigurat con un breve asentimiento.

-Ese ha sido el primer movimiento inteligente que haceis hoy. -El $rank del Diktat te da la espalda y exclama-: Que esto sirva de ejemplo para todos! Que vuestra fe en nuestro gran lider nunca vacile! Prometemos nuestra sangre al Leon y a su gran movimiento, para siempre!

El enlace de comunicaciones se cierra con sus vitores, dejandote con el emblema del Diktat Sindriano.",cutCommLinkNoText:Continuar,
gaPZ_diktatComComp,DialogOptionSelected,$option == gaPZ_diktatComComp,Commission resign,"El tono del $rank del Diktat se vuelve gelido. ""Exiges creditos a cambio de cumplir con tu deber? Patetico"".

""Por la presente rescindo su contrato, con efecto inmediato. La vuestra es la sangre de un traidor, indigna de ser derramada en nombre del Leon"".

""Tienes una ultima oportunidad de vivir. Acepta de una vez por todas que todo lo que posees puede ser confiscado para la gran causa si el ejecutor supremo, el almirante Andrada, asi lo declara. Entrega la nave de clase Ziggurat inmediatamente o dare la orden de abrir fuego contra tu $shipOrFleet"".","gaPZ_diktatComAcceptAfterRefuse:Aceptar 
gaPZ_diktatComRefuseAgain:Rechazar",
gaPZ_diktatIfRefuse,DialogOptionSelected,$option == gaPZ_diktatIfRefuse,"$gaPZ_diktatIfRefuse = true 0
FireAll GAPZDiktatHub","""No puedes rechazar una orden dada por el Leon de Sindria"", se burla el $rank del Diktat. ""Tomaremos su nave de una forma u otra. Ahora pertenece al Supremo Ejecutor, el almirante Andrada"".

Esta exigencia es algo extraordinaria y ciertamente no se sostendria bajo las leyes del comercio interfraccional. Si te defendieras de la incautacion injustificada de una nave estelar, el Diktat Sindriano tendria bases dudosas para declararte pirata.

""Transfiera los protocolos de mando a mi nave insignia"", exige $HeOrShe de nuevo.",,
gaPZ_diktatDefend,DialogOptionSelected,$option == gaPZ_diktatDefend,"# not set, so that the option to refuse always remains
#$gaPZ_diktatDefend = true 0","-Se niega a una orden dada por el Leon de Sindria? -El $rank del Diktat te mira con frialdad-. La desobediencia es la muerte.

-Transfiere los protocolos de mando a mi nave insignia -exige $HeOrShe de nuevo.","gaPZ_diktatDisobedience:""Que sea la muerte"". 
gaPZ_diktatHub:""Hablemos de esto.""",
gaPZ_diktatDisobedience,DialogOptionSelected,$option == gaPZ_diktatDisobedience,MakeOtherFleetImportant gaPZ false,"-Sois un agitador y un terrorista-, declara el $rank. -Por desobedecer al ejecutor supremo, el almirante Andrada, os sentencio a muerte! No teneis posibilidad de sobrevivir. Atesorad vuestros ultimos momentos con vida.

Las comunicaciones se cortan, dejandote con el emblema del Diktat Sindriano. La consola de tu oficial tactico se ha iluminado con alertas rojas.",cutCommLinkNoText:Continuar,
gaPZ_diktatHub,DialogOptionSelected,$option == gaPZ_diktatHub,FireAll GAPZDiktatHub,,,
gaPZ_diktatVanish,DialogOptionSelected,$option == gaPZ_diktatVanish,,"Ordena a su nave de clase Ziggurat entrar en fase, vertiendo flujo pasivo en dimensiones extra mediante cualquier principio extrano que influyan los inductores Mote.

Tal maniobra solo es posible fuera de combate, ya que requiere que la mayoria de los sistemas, incluido el soporte vital, funcionen en el minimo apenas de supervivencia. ",gaPZ_diktatVanish1:Pedir que aclaren que nave debes entregar,
gaPZ_diktatVanish1,DialogOptionSelected,$option == gaPZ_diktatVanish1,,"Una expresion de irritacion y angustia cruza el rostro del $rank del Diktat.

$HeOrShe se cruza de brazos: ""Nuestra inteligencia militar conoce bien las capacidades de fase, capitan. Ordene que esa nave salga de fase y entregue sus codigos de mando. De inmediato!"".

$HeOrShe respira hondo y dice en voz baja: ""Podemos esperar. Una nave no puede permanecer en fase mas de unos pocos minutos"".",gaPZ_diktatVanish2:Esperar a que pase,
gaPZ_diktatVanish2,DialogOptionSelected,$option == gaPZ_diktatVanish2,,"El $rank del Diktat tiene razon y no la tiene. La clase Ziggurat no puede permanecer en el espacio de fase asi para siempre. Pero puede durar un tiempo, mucho mas que la mayoria de los cascos de fase. Y usted sabe que el $rank del Diktat apenas tiene idea de la magnitud de sus capacidades.

Tras casi una hora, el $rank del Diktat vuelve a abrir el canal de comunicaciones.","gaPZ_diktatVanish3:""Hemos terminado aqui?""",
gaPZ_diktatVanish3,DialogOptionSelected,$option == gaPZ_diktatVanish3,"AdjustRepActivePerson VENGEFUL -50
AdjustRep sindrian_diktat SUSPICIOUS -10
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","$HeOrShe parece agitado: -Usted, usted no puede simplemente desaparecer y esperar que las ordenes del Leon de Sindria se esfumen, capitan $playerName. Se que la nave sigue ahi fuera -un temblor preocupado en $hisOrHer mirada hacia arriba te indica que $heOrShe no esta seguro de ello-. Estaremos vigilandole. Muy de cerca.

El enlace de comunicaciones se cierra con un breve destello del emblema de la Guardia del Leon.",cutCommLinkNoText:Continuar,
gaPZ_diktatComp,DialogOptionSelected,$option == gaPZ_diktatComp,,"El tono del $rank del Diktat se vuelve frio. ""Exiges creditos por seguir ordenes? Patetico. Y totalmente de esperar de la degenerada llamada civilizacion que ha caido fuera de la luz del Leon de Sindria"".

""No habra compensacion. Tienes una ultima oportunidad para sobrevivir: acepta de una vez por todas que todo lo que posees puede ser confiscado para la gran causa si el ejecutor supremo, el almirante Andrada, asi lo declara. Entrega el casco de clase Ziggurat inmediatamente o dare la orden de abrir fuego contra tu $shipOrFleet"".","gaPZ_diktatSurrender:Aceptar 
gaPZ_diktatComRefuseAgain:Rechazar",
gaPZ_diktatSurrender,DialogOptionSelected,$option == gaPZ_diktatSurrender,"AdjustRep sindrian_diktat COOPERATIVE 5
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true
ZigguratCMD abortSecondDiktatEncounter","Ordenas que se entreguen los codigos de mando al $rank del Diktat. Tu personal y tu carga son evacuados en poco tiempo mientras una tripulacion minima del Diktat -junto con infantes de marina de la Guardia del Leon, tecnicos y oficiales de inteligencia- llega en lanzaderas para tomar el control de la nave de clase Ziggurat.

El $rank del Diktat asiente, en algo que no llega a ser un saludo militar. ""Su lealtad al Diktat Sindriano no pasara desapercibida. Cuando entregue personalmente este casco unico al Leon Andrada, me asegurare de mencionar su cooperacion en el asunto. Que este logro traiga la victoria final a nuestra gran lucha!""

Las comunicaciones se cortan, dejandote solo con una senal de espera del Diktat.",cutCommLinkNoText:Continuar,
# gaPZ second Diktat encounter,,,,,,
gaPZDiktatEncounter2,BeginFleetEncounter,"$gaPZ_diktatSecond score:1000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaPZDiktatEncounterComm2,OpenCommLink,"$entity.gaPZ_diktatSecond score:1000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData",$entity.ignorePlayerCommRequests = true,"El $rank del Diktat aparece en tu pantalla de comunicaciones, exteriormente calmado.

""Capitan $playerName. Espero encontrarle bien? Tengo entendido que se ha visto involucrado en un, eh, malentendido recientemente"". El $rank se alisa el uniforme, claramente incomodo. ""Se me ha ordenado hacer una declaracion"".

$HeOrShe levanta un datapad de donde no se veia y comienza a leer.

""Desde la oficina del inspector jefe superior, el Diktat Sindriano desea reconocer que su encuentro previo con nuestras fuerzas especiales de defensa propia respecto al asunto de una, hmm, orden de expropiacion de una nave estelar fue, eh..."".

$HeOrShe aparta la mirada, hablando: ""El oficial en cuestion actuo precipitadamente, sin aclarar sus ordenes con el Alto Mando. El Diktat Sindriano considera que el incidente fue una accion de un simpatizante terrorista encubierto cuyo objetivo era socavar la autoridad y la gloria de nuestro lider, el ejecutor supremo, el almirante Andrada"".",gaPZ_diktatSecondCont:Continuar,
gaPZ_diktatSecondCont,DialogOptionSelected,$option == gaPZ_diktatSecondCont,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","El $rank del Diktat vuelve a mirarte.

""Tenga la seguridad, capitan, de que los conspiradores de este oficial han sido hallados, juzgados y ejecutados por nuestros excelentes servicios de inteligencia. Se ha restaurado el orden en el Diktat Sindriano. Gloria a Andrada, Leon de Sindria!""

$HeOrShe se aclara la garganta tras el discurso, y luego dice, ""Usted y su $shipOrFleet son libres de partir, capitan. El Diktat Sindriano garantizara el orden y la estabilidad para que ningun otro incidente de este tipo perturbe el flujo comercial en este volumen.""

""Buen dia, capitan. Se reconoce su discrecion en este asunto."" Las comunicaciones se cortan y dan paso al blason del Diktat Sindriano.",cutCommLinkNoText:Continuar,
GAPZGoAwayTrigger,GAPZGoAwayTrigger,,"MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true",,,
